"Mouse_ID","Sex","Longitude","Latitude","Year","farm","Status","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Aspiculuris_Syphacia","Hymenolepis","Taenia","Trichuris","Heterakis","Mastophorus","Body_weight","Body_length","Tail_length","Capture","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","eimeriaSpecies","UsedForMap","UsedForEimeriaRes","UsedForPinwormsRes","UsedForEimeriaImpactHealth","UsedForPinwormsImpactHealth"
"SK_3362","F",13.8756,52.6053,2015,98,"adult","m",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","mm","mm",13,0.92,NA,NA,0,NA,NA,NA,7.59,54.4,67.3,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3363","M",13.8756,52.6053,2015,98,"adult","m","m","m","m","m","d","m","m","mm","mm","mm","mm","dm","mm",14,0.9,NA,NA,0,NA,NA,NA,18.15,63.7,77.1,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3364","F",14.1206,52.7547,2015,131,"adult","d",NA,"mm","mm","mm","mm","mm","mm","dd","mm","mm","mm","mm","dd",13,0.8,NA,NA,0,NA,NA,NA,14.03,72.7,74.4,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3365","M",13.8756,52.6053,2015,98,"adult","m","m","m","m","m","d","m","d","mm","mm","mm","mm","mm","mm",14,0.9,NA,NA,0,NA,NA,NA,16.02,73.6,76.7,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3366","F",13.4286,53.0689,2015,29,"adult","d",NA,NA,"mm","mm","dm","mm","mm","mm","mm","dm","mm","mm","mm",12,0.869565217,NA,NA,0,NA,NA,NA,16.2,75,78.4,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3367","M",13.7586,53.1406,2015,77,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.9,NA,NA,0,NA,NA,NA,15.12,72.5,74.9,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3368","F",13.6506,53.2108,2015,60,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","dm","dd",13,0.76,NA,NA,0,NA,NA,NA,16.92,81.4,84.3,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3369","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dm","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0.04,NA,NA,0,NA,NA,NA,25.15,87.2,85.7,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3370","F",13.4636,52.9156,2015,40,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","mm","dd","dm","dd","dd",13,0.12,NA,NA,0,NA,NA,NA,8.8,58.4,78.3,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3371","F",13.4286,53.0689,2015,29,"adult","d",NA,"mm","mm","dm","dd","mm","mm","mm","mm","dm","mm","mm","mm",13,0.8,NA,NA,0,NA,NA,NA,8.42,60.7,62.3,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3372","F",13.8756,52.6053,2015,98,"adult","m",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","dm","mm",13,0.88,NA,NA,0,NA,NA,NA,17.23,80.6,NA,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3373","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","mm","dd","dd","dd","dd","dd","dd","dd","dm","dd","dd",13,0.12,NA,NA,0,NA,NA,NA,12.59,70.3,77.5,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3374","F",13.8756,52.6053,2015,98,"adult","d",NA,"mm",NA,NA,NA,NA,NA,"mm","mm","mm","mm","mm","dd",8,0.8,NA,NA,0,NA,NA,NA,14.26,75.7,73.7,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3375","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","mm","dd","dd","dd","dd",13,0.08,NA,NA,0,NA,NA,NA,11.2,65.3,77.1,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3376","M",14.1833,52.6378,2015,139,"adult","d","m","m","m","m","m","m","m","dm","mm","mm","mm","dm","dd",14,0.75,NA,NA,0,NA,NA,NA,12.15,71.2,74.4,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3377","F",13.97029,53.00394,2015,107,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","dm","dd",13,0.76,NA,NA,0,NA,NA,NA,15.93,80.9,79.4,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3378","F",13.6025,52.2225,2015,56,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,NA,NA,0,NA,NA,NA,15.5,80.7,78.5,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3379","F",13.6025,52.2225,2015,56,"adult","d",NA,"dd","dd","dd","dd","dd","dd","mm","dd","dm","dd","dd","dd",13,0.12,NA,NA,0,NA,NA,NA,14.7,73.2,85.4,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_4057","M",13.5183,52.4108,2017,45,"adult",NA,NA,NA,"d","d",NA,NA,NA,"dd","dd","dd","dd","dd","dd",8,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","no","no"
"SK_4058","M",13.0208,52.8186,2017,5,"adult",NA,"d",NA,"d","d",NA,"d",NA,"dd","dd","dd","dd","mm","mm",10,0.25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","no","no"
"SK_4059","F",13.0208,52.8186,2017,5,"adult",NA,NA,NA,"dd","dd",NA,"dd",NA,"dd","dd","dd","dd","mm","dd",9,0.111111111,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","no","no"
"SK_4060","F",13.0208,52.8186,2017,5,"adult",NA,NA,NA,"dd","dd",NA,NA,NA,"dd","dd","dd","dd","mm","mm",8,0.25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","no","no"
