"Mouse_ID","Sex","Longitude","Latitude","Year","farm","Status","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Aspiculuris_Syphacia","Hymenolepis","Taenia","Trichuris","Heterakis","Mastophorus","Body_weight","Body_length","Tail_length","Capture","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","eimeriaSpecies","UsedForMap","UsedForEimeriaRes","UsedForPinwormsRes","UsedForEimeriaImpactHealth","UsedForPinwormsImpactHealth"
"SK_3121","M",13.8756,52.6053,2015,98,"adult","m","m","m","m","m","d","m","d","mm","mm","mm","mm","mm","dd",14,0.8,12,0,0,0,0,0,18.95,84,81.7,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3122","M",13.666418,52.733898,2015,62,"adult","d","d","d","d","d","d","d","d","dd","dm","dd","dd","dd","dd",14,0.05,3,0,0,0,0,0,18.88,79.1,85.1,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3123","M",13.666418,52.733898,2015,62,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,15.29,75.9,85.3,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3124","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dm","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0.04,0,0,0,0,0,0,17.74,80.2,83.6,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3125","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,35,0,0,0,0,0,23.24,90.2,84,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3126","M",13.666418,52.733898,2015,62,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,5,0,0,0,0,0,16.48,77.8,86.9,NA,NA,NA,"E_ferrisi","yes","no","yes","no","yes"
"SK_3127","M",13.666418,52.733898,2015,62,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,5,0,0,0,0,0,13.49,72.8,79.1,NA,NA,NA,"E_ferrisi_cecum_E_vermiformis_ileum","yes","no","yes","no","yes"
"SK_3128","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,25,0,0,0,0,0,21.34,84.2,79.8,NA,NA,NA,"E_ferrisi","yes","no","yes","no","yes"
"SK_3129","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dm","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0.04,25,0,0,0,0,0,20.81,85.6,81.5,NA,NA,NA,"E_ferrisi","yes","no","yes","no","yes"
"SK_3130","M",13.666418,52.733898,2015,62,"adult","d","d","d","m","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0.05,17,0,0,0,0,0,20.37,81.5,78.1,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3131","M",13.666418,52.733898,2015,62,"adult","d","d","d","d","d","d","d","d","dd","dm","dd","dd","dd","dd",14,0.05,1,0,0,0,0,0,16.26,77.4,86.1,NA,NA,NA,"E_ferrisi","yes","no","yes","no","yes"
"SK_3132","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,11.94,66.1,75.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3133","M",13.666418,52.733898,2015,62,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,20.84,81.4,93.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3134","M",13.8517,52.5142,2015,96,"adult","d","m","m","m","d","d","d","m","dd","mm","dm","dm","dm","dm",14,0.5,14,0,0,0,0,0,15.75,80.4,76.6,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3135","M",14.0569,52.8092,2015,119,"adult","d","m","m","m","m","m","m","m","mm","mm","mm","mm","mm","dd",14,0.85,0,0,0,0,0,0,16.99,78.7,75.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3136","F",14.30442,52.379044,2015,148,"adult","d",NA,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","dd","mm",13,0.88,0,0,0,0,0,0,17.33,86,81.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3137","F",14.0569,52.8092,2015,119,"adult","d",NA,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","dd",13,0.88,0,0,0,0,0,0,13.07,74,70.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3138","M",13.7586,53.1406,2015,77,"adult","d","m","m","m",NA,"d","m","m","mm","mm","mm","mm","mm","mm",13,0.894736842,0,0,0,1,0,0,15.88,77,77.5,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3139","M",13.7586,53.1406,2015,77,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.9,15,0,0,0,0,0,19.17,80.9,78.6,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3140","F",13.7586,53.1406,2015,77,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","mm","mm",13,0.88,9,0,0,0,0,0,14.86,78,78,NA,NA,NA,"E_falciformis","yes","no","yes","no","yes"
"SK_3141","F",13.4286,53.0689,2015,29,"adult","d",NA,"mm","mm","mm","dd","mm","dm","mm","mm","dm","mm","mm","mm",13,0.8,0,0,0,70,0,0,16.18,79.7,77,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3142","M",13.4286,53.0689,2015,29,"adult","d","m","m","m","m","d","m","m","mm","mm","dm","mm","mm","mm",14,0.85,0,0,0,57,0,0,17.65,85.8,81.6,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3143","M",13.7586,53.1406,2015,77,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.9,0,0,0,0,0,0,15.22,76,72,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3144","F",13.4286,53.0689,2015,29,"adult","d",NA,"mm","mm","mm","dd","mm","dm","mm","mm","dd","mm","mm","mm",13,0.76,0,0,0,75,0,0,17.25,81.3,NA,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3145","F",13.4286,53.0689,2015,29,"adult","d",NA,NA,"mm",NA,"dm","mm","mm","mm","mm","dm","mm","mm","mm",11,0.857142857,48,0,0,6,0,0,16.17,80.3,74,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3146","M",14.1611,52.7408,2015,134,"adult","d","m","m","m","m","m","m","m","mm","mm","mm","mm","dd","mm",14,0.85,0,0,0,0,0,0,12.4,70.2,62.9,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3147","M",13.7586,53.1406,2015,77,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.9,0,0,0,0,0,0,16.32,82.8,75.5,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3148","F",13.6506,53.2108,2015,60,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","dd","mm",13,0.8,0,0,0,0,0,0,13.42,77.3,77.1,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3149","F",13.6506,53.2108,2015,60,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","mm","dd",13,0.8,5,0,0,0,0,0,7.83,62.9,63.9,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3150","F",13.3994,52.7969,2015,28,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,115,0,0,0,0,0,13.94,72.4,83.1,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3151","M",13.4636,52.9156,2015,40,"adult","d","d","d","d","d","d","d","d","dd","dm","dd","dd","dm","dd",14,0.1,25,0,0,0,0,0,15.18,76.4,87.7,NA,NA,NA,"E_ferrisi","yes","no","yes","no","yes"
"SK_3152","F",13.1972,52.9008,2015,15,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dm","mm","mm","dm","dd","mm",13,0.32,0,0,0,0,0,0,13.48,73.7,83.3,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3153","F",13.676085,52.497666,2015,66,"adult","d",NA,"dd","dd","dd","dd","dd","dd","mm","dd","dd","dd","dd","dd",13,0.08,0,0,0,0,0,0,18.6,83.5,98.4,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3153-1","F",13.676085,52.497666,2015,66,"adult","d",NA,"d/d","d/d","d/d","d/d","d/d","d/d",NA,NA,NA,NA,NA,NA,7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no"
"SK_3153-2","F",13.676085,52.497666,2015,66,"adult","d",NA,"d/d","d/d","d/d","d/d","d/d","d/d",NA,NA,NA,NA,NA,NA,7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no"
"SK_3153-3","F",13.676085,52.497666,2015,66,"adult","d",NA,"d/d","d/d","d/d","d/d","d/d","d/d",NA,NA,NA,NA,NA,NA,7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no"
"SK_3153-4","F",13.676085,52.497666,2015,66,"adult","d",NA,"d/d","d/d","d/d","d/d","d/d","d/d",NA,NA,NA,NA,NA,NA,7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no"
"SK_3154","M",13.5472,52.9217,2015,48,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","mm","dd","dd",14,0.1,0,0,0,0,0,0,19.37,81.8,75.5,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3155","M",13.5472,52.9217,2015,48,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","mm","dd","dd",14,0.1,2,0,0,0,0,0,17.3,81.4,89.1,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3156","F",13.5472,52.9217,2015,48,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","mm","dd","mm",13,0.16,0,0,0,0,0,0,16.42,76.4,94,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3157","F",13.5472,52.9217,2015,48,"adult","d",NA,NA,"dd","dd","dd","dd","dd","dd","dd","dd","mm","dd","dd",12,0.086956522,0,0,0,0,0,0,17.72,83,NA,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3158","M",13.5472,52.9217,2015,48,"adult","d","d","d","d","d","d","d","d","mm","dd","dd","mm","dd","dd",14,0.2,0,0,0,0,0,0,17.89,82.2,84.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3159","M",13.9858,52.5689,2015,108,"adult","d","m","m","m","m","m","m","m","mm","mm","mm","mm","dm","mm",14,0.9,15,0,0,0,0,0,13.7,77.9,72.4,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3160","F",14.1611,52.7408,2015,134,"adult","d",NA,"mm","mm","mm","mm","dm","mm","mm","mm","mm","mm","mm","mm",13,0.92,4,0,0,0,0,0,12.26,76.3,70.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3161","F",14.1611,52.7408,2015,134,"adult","d",NA,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm",13,0.96,0,0,0,0,0,0,10.3,72.4,65,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3162","F",13.4286,53.0689,2015,29,"adult","d",NA,"mm","mm","mm","dm","mm","mm","mm","mm","dm","mm","mm","mm",13,0.88,30,0,0,20,0,0,16.94,80.1,77.9,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3163","M",13.8756,52.6053,2015,98,"adult","m","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.95,68,0,0,0,0,0,14.59,80.3,60.7,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3164","M",13.8756,52.6053,2015,98,"adult","m","m","m","m","m","d","m","m","mm","mm","mm","mm","dm","dd",14,0.8,0,0,0,0,0,0,15.35,81.6,72.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3165","F",13.8756,52.6053,2015,98,"adult","m",NA,"mm","mm","mm","dd","mm","mm","mm","mm","dm","mm","mm","mm",13,0.88,16,0,0,0,0,0,19.3,90.6,77,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3166","F",13.8756,52.6053,2015,98,"adult","m",NA,"mm","mm",NA,"dd","mm","mm","mm","mm","dm","mm","dm","mm",12,0.826086957,0,0,0,0,0,0,10.4,82.5,NA,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3167","M",13.8756,52.6053,2015,98,"adult","m","m","m","m","m","d","m","m","mm","dm","mm","mm","mm","mm",14,0.9,45,0,0,0,0,0,13.2,73.8,69.4,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3168","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,93,0,0,0,0,0,23.4,89.5,91.5,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3169","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,17,0,0,0,0,0,17.66,83.7,85.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3170","F",13.666418,52.733898,2015,62,"adult","d",NA,"dd","mm","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0.08,0,0,0,0,0,0,19.3,84.8,83.3,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3171","F",13.4636,52.9156,2015,40,"adult","d",NA,"dd","dm","dd","dd","dd","dd","dd","dm","dd","dd","dd","dd",13,0.08,25,0,0,0,0,0,9.92,62.3,73.7,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3172","F",13.1972,52.9008,2015,15,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,19.94,86.7,89.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3173","M",13.3775,53.145,2015,26,"adult","d","m",NA,"m",NA,"d",NA,"m","mm","dd","mm","mm","dd","dd",11,0.529411765,5,0,0,0,0,0,17.12,78.9,73.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3175","F",13.1972,52.9008,2015,15,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dm","dd","dd","dm","dd","dd",13,0.08,0,0,0,0,0,0,18.52,83.2,83.6,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3176","F",14.1833,52.6378,2015,139,"adult","d",NA,"mm","mm","mm","mm","mm","mm","dd","mm","mm","mm","dm","mm",13,0.84,0,0,0,0,0,0,15.81,81.3,74.9,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3177","F",14.1833,52.6378,2015,139,"adult","d",NA,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","dd","mm",13,0.88,10,0,0,0,0,0,11.85,75,73,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3178","M",13.843372,53.126703,2015,93,"adult","m","m","m","m","m","d","m","m","mm","dm","mm","mm","mm","mm",14,0.9,30,0,0,0,0,0,16.23,83,73.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3179","M",13.97029,53.00394,2015,107,"adult","d","m","m","m","d","d","m","m","mm","mm","dm","dd","dd","mm",14,0.6,27,0,0,0,0,0,17.1,79.5,70.3,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3180","F",13.97029,53.00394,2015,107,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","dd","dm","mm",13,0.76,44,0,0,0,0,0,22.6,88.6,76.6,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3181","M",14.035471,53.020251,2015,113,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","dm","mm",14,0.85,12,0,0,0,0,0,16.79,73.3,61.7,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3182","M",13.97029,53.00394,2015,107,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.9,22,0,0,0,0,0,15.55,82.3,74.3,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3183","M",13.8119,52.8875,2015,88,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","dm","dm","dd",14,0.7,0,0,0,0,0,0,14.34,80.8,74.9,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3184","M",13.1278,52.8925,2015,9,"adult","d","d","d","d","d","d","d","d","dm","dd","dd","dm","dd","mm",14,0.2,4,0,0,0,0,0,13.88,78.2,75.3,NA,NA,NA,"E_ferrisi","yes","no","yes","no","yes"
"SK_3185","M",13.8119,52.8875,2015,88,"adult","d","m","m","m","m","d","m","m","dm","mm","mm","mm","dm","dm",14,0.75,0,0,0,0,0,0,10.66,68,63.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3186","M",13.97029,53.00394,2015,107,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.9,56,0,0,0,0,0,19.35,86.6,79.4,NA,NA,NA,"E_ferrisi","yes","no","yes","no","yes"
"SK_3187","M",13.7581,52.3989,2015,76,"adult","d","d","m","d","d","d","d","d","dd","dd","mm","dd","dd","dd",14,0.15,0,0,0,0,0,0,21.82,86.8,91.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3188","F",13.3067,53.2531,2015,21,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","mm","mm",13,0.88,58,0,0,0,0,0,17.39,86,80.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3189","M",13.3306,53.2903,2015,23,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.9,0,0,0,0,0,0,18.02,80,78.6,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3190","M",13.3047,53.2522,2015,19,"adult","d","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.9,0,0,0,0,0,0,12.83,75.8,73.6,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3191","M",13.3122,53.2242,2015,22,"adult","d","m","m","m","m","d","m","m","dd","dm","mm","mm","dd","dd",14,0.55,8,0,0,0,0,0,13.05,75.8,79.7,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3192","F",13.3122,53.2242,2015,22,"adult","m",NA,"mm","mm","mm","dd","mm","mm","mm","dm","mm","mm","mm","mm",13,0.88,0,0,0,0,0,0,15.51,77.3,78,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3193","F",13.1647,53.24,2015,11,"adult","d",NA,"mm","mm","mm","dd","dm","dm","mm","mm","mm","mm","mm","dd",13,0.72,8,0,0,30,0,0,25.17,88.6,82.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3194","M",14.0569,52.8092,2015,119,"adult","d","m","m","m","m","m","m","m","mm","mm","mm","mm","mm","dd",14,0.85,0,0,0,0,0,0,14.55,73.8,75.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3195","M",13.0447,52.6372,2015,7,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,18,0,0,20.52,84.3,87.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3196","F",13.0208,52.8186,2015,5,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,14.74,80.3,89.1,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3197","M",13.0208,52.8186,2015,5,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,17.06,81.1,94.4,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3198","F",13.0208,52.8186,2015,5,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,17.15,83.6,87.1,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3199","M",13.6025,52.2225,2015,56,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,19.61,84.3,85.7,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3200","M",13.6025,52.2225,2015,56,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,13.34,71.7,79.2,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3201","F",13.6025,52.2225,2015,56,"adult","d",NA,"dd","dd","dd","dd","dd","dd","mm","dd","dd","dd","dd","dd",13,0.08,0,0,0,0,0,0,17.37,74.2,78.5,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3202","F",13.6025,52.2225,2015,56,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,20.12,83.7,87.5,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3203","F",13.6025,52.2225,2015,56,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,154,0,0,0,0,0,10.53,67.8,69.2,NA,NA,NA,"E_ferrisi","yes","no","yes","no","yes"
"SK_3204","M",13.6025,52.2225,2015,56,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,65,0,0,0,0,0,13.12,66.5,74.5,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3205","F",13.6025,52.2225,2015,56,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,30,0,0,0,0,0,13.04,73.2,75.4,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3206","F",13.6025,52.2225,2015,56,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,17.36,76.8,91,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3207","M",13.599425,52.273117,2015,54,"adult","d",NA,"d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,17.89,86,90.9,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3208","M",13.599425,52.273117,2015,54,"adult","d","d","d","d","d","d","d","d","mm","dd","dd","dd","dd","dd",14,0.1,0,0,0,0,0,0,15.05,76.7,87.3,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3209","F",13.599425,52.273117,2015,54,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","mm","dd","dm","dm","dd",13,0.16,0,0,0,0,0,0,15.65,79.9,87.8,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3210","F",13.5992,52.2725,2015,53,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,24,0,0,0,0,0,12.49,72,NA,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3211","M",13.5994,52.2458,2015,55,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,32,0,0,0,0,0,22.95,91.2,91.3,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3212","M",13.7881,52.5844,2015,84,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,22.33,87.8,95.3,NA,NA,NA,"no sp. identified","yes","no","yes","no","yes"
"SK_3213","F",13.599425,52.273117,2015,54,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,46,0,0,0,0,0,18.21,NA,NA,NA,NA,NA,"no sp. identified","yes","no","yes","no","no"
"SK_3350","F",14.1189,52.8367,2015,130,"adult","d",NA,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm",NA,12,0.956521739,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sp. identified","no","no","no","no","no"
"SK_3351","M",14.1189,52.8367,2015,130,"adult","d","m","m","m","m","m","m","m",NA,"mm",NA,"mm","mm",NA,11,0.928571429,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sp. identified","no","no","no","no","no"
"SK_3352","M",14.1189,52.8367,2015,130,"adult","d","m","m","m","m","m","m","m",NA,"mm","mm","mm","mm",NA,12,0.9375,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sp. identified","no","no","no","no","no"
"SK_3353","M",14.1189,52.8367,2015,130,"adult","d",NA,"m","m","m","m","m","m",NA,"mm","mm","mm","mm",NA,11,0.933333333,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sp. identified","no","no","no","no","no"
"SK_3354","M",14.1189,52.8367,2015,130,"adult","d","m","m","m","m","m","m","m","mm","mm","mm","mm","mm",NA,13,0.944444444,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sp. identified","no","no","no","no","no"
"SK_3355","M",14.1189,52.8367,2015,130,"adult","d","m","m","m","m","m","m","m","mm","mm","mm","mm","mm",NA,13,0.944444444,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sp. identified","no","no","no","no","no"
"SK_3356","F",14.1161,52.7914,2015,128,"adult","d",NA,"mm","mm","mm","mm","mm","mm","dm","dd","mm","mm","mm","mm",13,0.84,NA,NA,0,NA,NA,NA,19.12,84.3,78.3,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3357","M",14.066,52.773,2015,121,"adult","d",NA,"m","m","m","m","m","m","mm","mm","mm","mm","dd","dd",13,0.736842105,NA,NA,0,NA,NA,NA,19.28,76.2,84.7,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3358","M",14.0817,52.7667,2015,124,"adult","m",NA,"m","m","m","m","m","m","mm","mm","mm","mm","mm","mm",13,1,NA,NA,0,NA,NA,NA,8.72,58.4,63.9,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3359","M",13.8756,52.6053,2015,98,"adult","m","m","m","m","m","d","m","m","mm","dd","mm","mm","mm","dd",14,0.75,NA,NA,0,NA,NA,NA,21.55,88.4,74.3,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3360","M",13.8756,52.6053,2015,98,"adult","m","m","m","m","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.95,NA,NA,0,NA,NA,NA,7.85,57.2,63.6,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
"SK_3361","F",13.4458,53.0478,2015,34,"adult","d",NA,"mm","mm","mm","dm","mm","mm","mm","mm","dm","mm","dd","mm",13,0.8,NA,NA,0,NA,NA,NA,6.27,50.8,58.1,NA,NA,NA,"no sp. identified","yes","no","no","no","no"
